Text,Tag,text,tag,d,Col0,Col1
been,O,,,,,
effected,O,,,,,
by,O,,,,,
sale,O,,,,,
has,O,,,,,
been,O,,,,,
paid,O,,,,,
or,O,,,,,
shall,O,,,,,
be,O,,,,,
paid,O,,,,,
.,O,,,,,
Authorised,O,,,,,
Signatory,O,,,,,
SUBJECT,O,,,,,
TO,O,,,,,
PUNE,O,,,,,
JURISDICTION,O,,,,,
This,O,,,,,
is,O,,,,,
a,O,,,,,
Computer,O,,,,,
Generated,O,,,,,
Invoice,O,,,,,
WAR,O,,,,,
PETH,O,,,,,
FINO,O,,,,,
Fune,O,,,,,
AVIVA,B-SUPP_N,,,,,
DOORS,I-SUPP_N,,,,,
al,O,,,,,
Factory,O,,,,,
Address:-,O,,,,,
GAT,O,,,,,
NO.255B,O,,,,,
PLOT,O,,,,,
NO.26/27,O,,,,,
JYOTIBA,O,,,,,
NAGAR,O,,,,,
TALAWADE,O,,,,,
PUNE-411062,O,,,,,
Registered,O,,,,,
office,O,,,,,
:,O,,,,,
-,O,,,,,
E-83,O,,,,,
Adinath,O,,,,,
Society,O,,,,,
Pune,O,,,,,
-,O,,,,,
Satara,O,,,,,
Road,O,,,,,
PUNE,O,,,,,
-,O,,,,,
411037,O,,,,,
CONTACT,O,,,,,
:,O,,,,,
-,O,,,,,
20,O,,,,,
-,O,,,,,
24269505,O,,,,,
Mob:-,O,,,,,
91,O,,,,,
8446380632,O,,,,,
-,O,,,,,
Email,O,,,,,
:,O,,,,,
-,O,,,,,
avivadoor@gmail.com,O,,,,,
TAX,O,,,,,
INVOICE,O,,,,,
Original,O,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
:,O,,,,,
TI-533/19,B-INV_NO,,,,,
-,I-INV_NO,,,,,
20,I-INV_NO,,,,,
Buyer,O,,,,,
Party,O,,,,,
M,O,,,,,
/,O,,,,,
s,O,,,,,
.,O,,,,,
:,O,,,,,
SIDDHARTH,B-BUY_N,,,,,
PROPERTIES,I-BUY_N,,,,,
.,I-BUY_N,,,,,
EDEN,O,,,,,
COURT,O,,,,,
MODEL,O,,,,,
COLONY,O,,,,,
PUNE,O,,,,,
Date,B-INV_DL,,,,,
:,O,,,,,
06-12-2019,B-INV_DT,,,,,
Po,O,,,,,
/,O,,,,,
Ref,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
3711-MD,O,,,,,
Ch,O,,,,,
.,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
2421,O,,,,,
PUNE,O,,,,,
Place,O,,,,,
of,O,,,,,
Supply,O,,,,,
:,O,,,,,
27-Maharashtra,O,,,,,
GSTIN,B-GSTL,,,,,
No,I-GSTL,,,,,
.,I-GSTL,,,,,
:,O,,,,,
27AAZFS3607C1ZY,B-BUY_G,,,,,
Ch,O,,,,,
Date,O,,,,,
.,O,,,,,
:,O,,,,,
04-12-2019,O,,,,,
Vehicle,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
MH14HG2249,O,,,,,
Site,O,,,,,
Name,O,,,,,
:,O,,,,,
SUCCESS,O,,,,,
-,O,,,,,
SQUARE,O,,,,,
Del,O,,,,,
.,O,,,,,
Add,O,,,,,
:,O,,,,,
PO,O,,,,,
-,O,,,,,
NO,O,,,,,
-,O,,,,,
SAA,O,,,,,
/,O,,,,,
MI/2019/13208,O,,,,,
Despatch,O,,,,,
Thr,O,,,,,
.,O,,,,,
:,O,,,,,
DATTA,O,,,,,
SrNo,O,,,,,
Product,O,,,,,
Name,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Nos,O,,,,,
Total,O,,,,,
Rate,O,,,,,
GST%,O,,,,,
Amount,O,,,,,
1,O,,,,,
35MM,O,,,,,
laminated,O,,,,,
door,O,,,,,
-,O,,,,,
MAIN,O,,,,,
DOOR,O,,,,,
4418,O,,,,,
4,O,,,,,
4,O,,,,,
sqft,O,,,,,
..,O,,,,,
10000,O,,,,,
18,O,,,,,
40000,O,,,,,
SITE,O,,,,,
NAME,O,,,,,
:,O,,,,,
S.,O,,,,,
Square,O,,,,,
RECEIVED,O,,,,,
DATE,O,,,,,
0,O,,,,,
Prime,O,,,,,
13239,O,,,,,
GRN:-,O,,,,,
16456/26,O,,,,,
gh,O,,,,,
Sub,O,,,,,
Total,O,,,,,
40000,O,,,,,
GSTIN,B-GSTL,,,,,
No,I-GSTL,,,,,
.,I-GSTL,,,,,
:,O,,,,,
27AARFA8194J1ZP,B-SUPP_G,,,,,
wank,O,,,,,
Name,O,,,,,
:,O,,,,,
INDIAN,O,,,,,
BANK,O,,,,,
Bank,O,,,,,
A,O,,,,,
/,O,,,,,
c,O,,,,,
.,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
894914709,O,,,,,
RTGS,O,,,,,
/,O,,,,,
IFSC,O,,,,,
Code,O,,,,,
:,O,,,,,
IDIBOOONO12,O,,,,,
Total,O,,,,,
GST,O,,,,,
:,O,,,,,
Seven,O,,,,,
Thousand,O,,,,,
Two,O,,,,,
Hundred,O,,,,,
Only,O,,,,,
40000,O,,,,,
Taxable,O,,,,,
Amount,O,,,,,
CGST,O,,,,,
SGST,O,,,,,
Bill,O,,,,,
Amount,O,,,,,
:,O,,,,,
Forty,O,,,,,
Seven,O,,,,,
Thousand,O,,,,,
Two,O,,,,,
Hundred,O,,,,,
Only,O,,,,,
3600,O,,,,,
3600,O,,,,,
Grand,B-GT_AMTL,,,,,
Total,I-GT_AMTL,,,,,
HSN,O,,,,,
Summary,O,,,,,
:,O,,,,,
"47,200.00",B-GT_AMT,,,,,
HSN,O,,,,,
Code,O,,,,,
Per,O,,,,,
%,O,,,,,
CGST,O,,,,,
Amount,O,,,,,
Taxable,O,,,,,
Value,O,,,,,
40000,O,,,,,
SGST,O,,,,,
Amount,O,,,,,
3600,O,,,,,
4418,O,,,,,
18,O,,,,,
%,O,,,,,
3600,O,,,,,
For,O,,,,,
AVIVA,O,,,,,
DOORS,O,,,,,
annd,O,,,,,
Terms,O,,,,,
&,O,,,,,
Condition,O,,,,,
:,O,,,,,
1,O,,,,,
.,O,,,,,
Goods,O,,,,,
once,O,,,,,
sold,O,,,,,
will,O,,,,,
not,O,,,,,
be,O,,,,,
taken,O,,,,,
back,O,,,,,
.,O,,,,,
2,O,,,,,
.,O,,,,,
Interest,O,,,,,
@18,O,,,,,
%,O,,,,,
p.a,O,,,,,
.,O,,,,,
will,O,,,,,
be,O,,,,,
charged,O,,,,,
if,O,,,,,
payment,O,,,,,
is,O,,,,,
not,O,,,,,
made,O,,,,,
within,O,,,,,
due,O,,,,,
date,O,,,,,
.,O,,,,,
3,O,,,,,
.,O,,,,,
Our,O,,,,,
risk,O,,,,,
and,O,,,,,
responsibility,O,,,,,
ceases,O,,,,,
as,O,,,,,
soon,O,,,,,
as,O,,,,,
the,O,,,,,
goods,O,,,,,
leave,O,,,,,
our,O,,,,,
premises,O,,,,,
.,O,,,,,
4,O,,,,,
.,O,,,,,
"""",O,,,,,
Subject,O,,,,,
to,O,,,,,
',O,,,,,
PUNE,O,,,,,
',O,,,,,
Jurisdiction,O,,,,,
only,O,,,,,
.,O,,,,,
E.&.O.E,O,,,,,
"""",O,,,,,
.,O,,,,,
Declaration,O,,,,,
:,O,,,,,
"-""I",O,,,,,
/,O,,,,,
We,O,,,,,
here,O,,,,,
by,O,,,,,
certify,O,,,,,
that,O,,,,,
my,O,,,,,
/,O,,,,,
our,O,,,,,
registration,O,,,,,
certificate,O,,,,,
under,O,,,,,
the,O,,,,,
GST,O,,,,,
is,O,,,,,
in,O,,,,,
force,O,,,,,
on,O,,,,,
the,O,,,,,
date,O,,,,,
on,O,,,,,
which,O,,,,,
the,O,,,,,
sales,O,,,,,
of,O,,,,,
the,O,,,,,
goods,O,,,,,
specified,O,,,,,
in,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
is,O,,,,,
made,O,,,,,
by,O,,,,,
me/,O,,,,,
us,O,,,,,
and,O,,,,,
that,O,,,,,
the,O,,,,,
transaction,O,,,,,
of,O,,,,,
sales,O,,,,,
covered,O,,,,,
by,O,,,,,
this,O,,,,,
tax,O,,,,,
invoice,O,,,,,
has,O,,,,,
been,O,,,,,
effected,O,,,,,
by,O,,,,,
me,O,,,,,
/,O,,,,,
us,O,,,,,
and,O,,,,,
it,O,,,,,
shall,O,,,,,
be,O,,,,,
accounted,O,,,,,
for,O,,,,,
in,O,,,,,
the,O,,,,,
turnover,O,,,,,
of,O,,,,,
sales,O,,,,,
while,O,,,,,
filling,O,,,,,
of,O,,,,,
return,O,,,,,
and,O,,,,,
the,O,,,,,
due,O,,,,,
tax,O,,,,,
.,O,,,,,
If,O,,,,,
any,O,,,,,
payable,O,,,,,
on,O,,,,,
the,O,,,,,
sales,O,,,,,
has,O,,,,,
been,O,,,,,
paid,O,,,,,
or,O,,,,,
shall,O,,,,,
be,O,,,,,
paid,O,,,,,
.,O,,,,,
"""",O,,,,,
CORS,O,,,,,
motherised,O,,,,,
Signatory,O,,,,,
),O,,,,,
GST,O,,,,,
INVOICE,O,,,,,
(,O,,,,,
ORIGINAL,O,,,,,
FOR,O,,,,,
RECIPIENT,O,,,,,
),O,,,,,
M,O,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
SM/20,B-INV_NO,,,,,
-,I-INV_NO,,,,,
21/02855,I-INV_NO,,,,,
Delivery,O,,,,,
Note,O,,,,,
Dated,B-INV_DL,,,,,
19-Oct-20,B-INV_DT,,,,,
Mode,O,,,,,
/,O,,,,,
Terms,O,,,,,
of,O,,,,,
Payment,O,,,,,
Supplier,O,,,,,
's,O,,,,,
Ref,O,,,,,
.,O,,,,,
Other,O,,,,,
Reference(s,O,,,,,
),O,,,,,
SHAH,B-SUPP_N,,,,,
MARKETING,I-SUPP_N,,,,,
(,O,,,,,
MANGALWAR,O,,,,,
PETH,O,,,,,
),O,,,,,
Shop,O,,,,,
No.6,O,,,,,
Llyods,O,,,,,
Chamber,O,,,,,
Barne,O,,,,,
Road,O,,,,,
409,O,,,,,
Mangalwar,O,,,,,
Peth,O,,,,,
Pune,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27ADXPS3921J1ZT,B-SUPP_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Contact,O,,,,,
:,O,,,,,
20,O,,,,,
-,O,,,,,
-,O,,,,,
26052747,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
shahmarketing4@gmail.com,O,,,,,
Buyer,O,,,,,
SIDDHARTH,B-BUY_N,,,,,
PROPERTIES,I-BUY_N,,,,,
GEETAI,O,,,,,
SANKUL,O,,,,,
2ND,O,,,,,
FLOOR,O,,,,,
PAUD,O,,,,,
ROAD,O,,,,,
NEAR,O,,,,,
RELIANCE,O,,,,,
FRESH,O,,,,,
PUNE,O,,,,,
.,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27AAZFS3607C1ZY,B-BUY_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Buyer,O,,,,,
's,O,,,,,
Order,O,,,,,
No,O,,,,,
.,O,,,,,
Dated,O,,,,,
Delivery,O,,,,,
Note,O,,,,,
Date,O,,,,,
Despatch,O,,,,,
Document,O,,,,,
No,O,,,,,
.,O,,,,,
Lt,O,,,,,
Despatched,O,,,,,
through,O,,,,,
Destination,O,,,,,
Terms,O,,,,,
of,O,,,,,
Delivery,O,,,,,
Madhuwanti,O,,,,,
Sr,O,,,,,
.,O,,,,,
No,O,,,,,
.,O,,,,,
157,O,,,,,
/,O,,,,,
A,O,,,,,
/,O,,,,,
B,O,,,,,
/,O,,,,,
C/2,O,,,,,
Next,O,,,,,
to,O,,,,,
Mrutunjai,O,,,,,
Mandir,O,,,,,
Nr,O,,,,,
.,O,,,,,
Karve,O,,,,,
Statue,O,,,,,
Karve,O,,,,,
Rd,O,,,,,
.,O,,,,,
Kothrud,O,,,,,
PONO-14208,O,,,,,
9860429954/8208924990,O,,,,,
Contact,O,,,,,
person,O,,,,,
Contact,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
Mr.,O,,,,,
Thube,O,,,,,
/,O,,,,,
Mane,O,,,,,
:,O,,,,,
8308824752,O,,,,,
:,O,,,,,
nilesh.mane@saarrthigroup.co.in,O,,,,,
Description,O,,,,,
of,O,,,,,
Goods,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Quantity,O,,,,,
Rate,O,,,,,
GST,O,,,,,
Rate,O,,,,,
per,O,,,,,
Disc,O,,,,,
.,O,,,,,
%,O,,,,,
Amount,O,,,,,
SI,O,,,,,
No,O,,,,,
.,O,,,,,
1,O,,,,,
S.N.RCC,O,,,,,
COVER,O,,,,,
WIF,O,,,,,
"24""X36",O,,,,,
"""",O,,,,,
F.S.L.D.,O,,,,,
6810,O,,,,,
18,O,,,,,
%,O,,,,,
13,O,,,,,
set,O,,,,,
set,O,,,,,
et,O,,,,,
1046,O,,,,,
Gst,O,,,,,
Transport,O,,,,,
Success,O,,,,,
SGST,O,,,,,
0.3,O,,,,,
CGST,O,,,,,
Round,O,,,,,
Off,O,,,,,
P:0,O,,,,,
-,O,,,,,
14208,O,,,,,
glio,O,,,,,
"23,713",B-GT_AMT,,,,,
E.,O,,,,,
&,O,,,,,
O.,O,,,,,
E,O,,,,,
Total,B-GT_AMTL,,,,,
13,O,,,,,
set,O,,,,,
Amount,O,,,,,
Chargeable,O,,,,,
(,O,,,,,
in,O,,,,,
words,O,,,,,
),O,,,,,
Indian,O,,,,,
Rupees,O,,,,,
Twenty,O,,,,,
Three,O,,,,,
Thousand,O,,,,,
Seven,O,,,,,
Hundred,O,,,,,
Thirteen,O,,,,,
Only,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Taxable,O,,,,,
Central,O,,,,,
Tax,O,,,,,
Value,O,,,,,
Rate,O,,,,,
Amount,O,,,,,
6810,O,,,,,
State,O,,,,,
Tax,O,,,,,
Rate,O,,,,,
Amount,O,,,,,
9,O,,,,,
%,O,,,,,
Total,O,,,,,
Tax,O,,,,,
Amount,O,,,,,
Tax,O,,,,,
Amount,O,,,,,
(,O,,,,,
in,O,,,,,
words,O,,,,,
),O,,,,,
:,O,,,,,
Indian,O,,,,,
Rupees,O,,,,,
Three,O,,,,,
Thousand,O,,,,,
Six,O,,,,,
Hundred,O,,,,,
Seventeen,O,,,,,
and,O,,,,,
Twenty,O,,,,,
paise,O,,,,,
Only,O,,,,,
NGARAR,O,,,,,
Company,O,,,,,
's,O,,,,,
Bank,O,,,,,
Details,O,,,,,
Company,O,,,,,
's,O,,,,,
PAN,O,,,,,
:,O,,,,,
ADXPS3921J,O,,,,,
Bank,O,,,,,
Name,O,,,,,
:,O,,,,,
KOTAK,O,,,,,
MAHINDRA,O,,,,,
BANK,O,,,,,
Declaration,O,,,,,
A,O,,,,,
/,O,,,,,
c,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
5711312022,O,,,,,
I/,O,,,,,
We,O,,,,,
hereby,O,,,,,
certify,O,,,,,
that,O,,,,,
my,O,,,,,
/,O,,,,,
our,O,,,,,
registration,O,,,,,
certificate,O,,,,,
under,O,,,,,
the,O,,,,,
Branch,O,,,,,
&,O,,,,,
IFS,O,,,,,
Code,O,,,,,
:,O,,,,,
Khadki,O,,,,,
&,O,,,,,
KKBK0000727,O,,,,,
GST,O,,,,,
Act-2017,O,,,,,
is,O,,,,,
in,O,,,,,
force,O,,,,,
on,O,,,,,
the,O,,,,,
date,O,,,,,
on,O,,,,,
which,O,,,,,
the,O,,,,,
sale,O,,,,,
of,O,,,,,
the,O,,,,,
for,O,,,,,
SHAH,O,,,,,
MARKETING,O,,,,,
(,O,,,,,
MANGALWAR,O,,,,,
PETH,O,,,,,
),O,,,,,
goods,O,,,,,
specified,O,,,,,
in,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
is,O,,,,,
made,O,,,,,
by,O,,,,,
melus,O,,,,,
and,O,,,,,
that,O,,,,,
the,O,,,,,
transactions,O,,,,,
of,O,,,,,
sales,O,,,,,
covered,O,,,,,
by,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
has,O,,,,,
been,O,,,,,
effected,O,,,,,
by,O,,,,,
sale,O,,,,,
has,O,,,,,
been,O,,,,,
paid,O,,,,,
or,O,,,,,
shall,O,,,,,
be,O,,,,,
paid,O,,,,,
.,O,,,,,
Authorised,O,,,,,
Signatory,O,,,,,
SUBJECT,O,,,,,
TO,O,,,,,
PUNE,O,,,,,
JURISDICTION,O,,,,,
This,O,,,,,
is,O,,,,,
a,O,,,,,
Computer,O,,,,,
Generated,O,,,,,
Invoice,O,,,,,
Pune,O,,,,,
TAX,O,,,,,
INVOICE,O,,,,,
(,O,,,,,
K,O,,,,,
),O,,,,,
Dated,B-INV_DL,,,,,
30-Aug-18,B-INV_DT,,,,,
Mode,O,,,,,
/,O,,,,,
Terms,O,,,,,
of,O,,,,,
Payment,O,,,,,
SHAH,B-SUPP_N,,,,,
MARKETING,I-SUPP_N,,,,,
Shop,O,,,,,
No.6,O,,,,,
Llyods,O,,,,,
Chamber,O,,,,,
Barne,O,,,,,
Road,O,,,,,
409,O,,,,,
Mangalwar,O,,,,,
Peth,O,,,,,
Pune,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27ADXP$3921J1ZT,B-SUPP_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Contact,O,,,,,
:,O,,,,,
20,O,,,,,
-,O,,,,,
-,O,,,,,
26052747,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
shahmarketing4@gmail.com,O,,,,,
Buyer,O,,,,,
SIDDHARTH,B-BUY_N,,,,,
PROPERTIES,I-BUY_N,,,,,
GEETAI,O,,,,,
SANKUL,O,,,,,
2ND,O,,,,,
FLOOR,O,,,,,
PAUD,O,,,,,
ROAD,O,,,,,
NEAR,O,,,,,
RELIANCE,O,,,,,
FRESH,O,,,,,
PUNE,O,,,,,
.,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27AAZFS3607C1ZY,B-BUY_G,,,,,
/,O,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
SM/18,B-INV_NO,,,,,
-,I-INV_NO,,,,,
19/03923,I-INV_NO,,,,,
Delivery,O,,,,,
Note,O,,,,,
SM/18,O,,,,,
-,O,,,,,
19/03923,O,,,,,
Supplier,O,,,,,
's,O,,,,,
Ref,O,,,,,
.,O,,,,,
QUOTATION1083,O,,,,,
Buyer,O,,,,,
's,O,,,,,
Order,O,,,,,
No,O,,,,,
.,O,,,,,
QUOTATION1083,O,,,,,
Despatch,O,,,,,
Document,O,,,,,
No,O,,,,,
.,O,,,,,
Other,O,,,,,
Reference(s,O,,,,,
),O,,,,,
SKY,O,,,,,
BAY,O,,,,,
SWR,O,,,,,
Dated,O,,,,,
29-Mar-18,O,,,,,
Delivery,O,,,,,
Note,O,,,,,
Date,O,,,,,
30-Aug-18,O,,,,,
Destination,O,,,,,
Despatched,O,,,,,
through,O,,,,,
Terms,O,,,,,
of,O,,,,,
Delivery,O,,,,,
"""",O,,,,,
SKYBAY,O,,,,,
"""",O,,,,,
MOUZE,O,,,,,
MHALUNGE,O,,,,,
PO,O,,,,,
NO;-11789,O,,,,,
8308846229,O,,,,,
Contact,O,,,,,
person,O,,,,,
Contact,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
Mr.,O,,,,,
Thube,O,,,,,
/,O,,,,,
Mane,O,,,,,
:,O,,,,,
8308824752,O,,,,,
:,O,,,,,
nilesh.mane@saarrthigroup.co.in,O,,,,,
SI,O,,,,,
No,O,,,,,
.,O,,,,,
Description,O,,,,,
of,O,,,,,
Goods,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Quantity,O,,,,,
Rate,O,,,,,
GST,O,,,,,
Rate,O,,,,,
per,O,,,,,
Disc,O,,,,,
.,O,,,,,
%,O,,,,,
Amount,O,,,,,
3917,O,,,,,
18,O,,,,,
%,O,,,,,
50,O,,,,,
Nos,O,,,,,
.,O,,,,,
93,O,,,,,
Nos,O,,,,,
.,O,,,,,
54,O,,,,,
96,O,,,,,
3917,O,,,,,
18,O,,,,,
%,O,,,,,
3,O,,,,,
Nos,O,,,,,
.,O,,,,,
),O,,,,,
267,O,,,,,
Nos,O,,,,,
.,O,,,,,
54,O,,,,,
%,O,,,,,
368.46,O,,,,,
1,O,,,,,
AJAY,O,,,,,
PVC,O,,,,,
SHOE,O,,,,,
45DEG,O,,,,,
75MM,O,,,,,
S,O,,,,,
/,O,,,,,
E,O,,,,,
2,O,,,,,
AJAY,O,,,,,
PVC,O,,,,,
PLAIN,O,,,,,
S,O,,,,,
/,O,,,,,
Y,O,,,,,
110MM,O,,,,,
S,O,,,,,
/,O,,,,,
F,O,,,,,
3,O,,,,,
AJAY,O,,,,,
PVC,O,,,,,
PLAIN,O,,,,,
TEE,O,,,,,
110MM,O,,,,,
110MM,O,,,,,
X,O,,,,,
50MM,O,,,,,
S,O,,,,,
/,O,,,,,
F,O,,,,,
3917,O,,,,,
18,O,,,,,
%,O,,,,,
2,O,,,,,
Nos,O,,,,,
.,O,,,,,
249.37,O,,,,,
Nos,O,,,,,
.,O,,,,,
498.74,O,,,,,
(,O,,,,,
-10.32,O,,,,,
Less,O,,,,,
:,O,,,,,
Round,O,,,,,
Off,O,,,,,
SITE,O,,,,,
NAME,O,,,,,
:,O,,,,,
RECEIVED,O,,,,,
SIGN:-,O,,,,,
©,O,,,,,
DATE,O,,,,,
619118,O,,,,,
brine,O,,,,,
10.-11759,O,,,,,
GRNS,O,,,,,
13876,O,,,,,
Total,B-GT_AMTL,,,,,
55,O,,,,,
Nos,O,,,,,
.,O,,,,,
"3,547",B-GT_AMT,,,,,
E,O,,,,,
&,O,,,,,
O.E,O,,,,,
Amount,O,,,,,
Chargeable,O,,,,,
(,O,,,,,
in,O,,,,,
words,O,,,,,
),O,,,,,
Indian,O,,,,,
Rupees,O,,,,,
Three,O,,,,,
Thousand,O,,,,,
Five,O,,,,,
Hundred,O,,,,,
Forty,O,,,,,
Seven,O,,,,,
Only,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Taxable,O,,,,,
Value,O,,,,,
3917,O,,,,,
Central,O,,,,,
Tax,O,,,,,
Rate,O,,,,,
Amount,O,,,,,
9,O,,,,,
%,O,,,,,
270.56,O,,,,,
270.56,O,,,,,
State,O,,,,,
Tax,O,,,,,
Rate,O,,,,,
Amount,O,,,,,
9,O,,,,,
%,O,,,,,
270.56,O,,,,,
270.56,O,,,,,
Total,O,,,,,
Tax,O,,,,,
Amount,O,,,,,
541.12,O,,,,,
541.12,O,,,,,
Tax,O,,,,,
Amount,O,,,,,
(,O,,,,,
in,O,,,,,
words,O,,,,,
),O,,,,,
:,O,,,,,
Indian,O,,,,,
Rupees,O,,,,,
Five,O,,,,,
Hundred,O,,,,,
Forty,O,,,,,
One,O,,,,,
and,O,,,,,
Twelve,O,,,,,
paise,O,,,,,
Only,O,,,,,
Branch,O,,,,,
&,O,,,,,
IFS,O,,,,,
Code,O,,,,,
:,O,,,,,
Khadki,O,,,,,
&,O,,,,,
KKBK0000727,O,,,,,
MARA,O,,,,,
Company,O,,,,,
's,O,,,,,
Bank,O,,,,,
Details,O,,,,,
Company,O,,,,,
's,O,,,,,
PAN,O,,,,,
:,O,,,,,
ADXPS3921J,O,,,,,
Bank,O,,,,,
Name,O,,,,,
:,O,,,,,
KOTAK,O,,,,,
MAHINDRA,O,,,,,
BANK,O,,,,,
Declaration,O,,,,,
A,O,,,,,
/,O,,,,,
C,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
5711312022,O,,,,,
I,O,,,,,
/,O,,,,,
We,O,,,,,
hereby,O,,,,,
certify,O,,,,,
that,O,,,,,
my,O,,,,,
/,O,,,,,
our,O,,,,,
registration,O,,,,,
certificate,O,,,,,
under,O,,,,,
the,O,,,,,
GST,O,,,,,
Act-2017,O,,,,,
is,O,,,,,
in,O,,,,,
force,O,,,,,
on,O,,,,,
the,O,,,,,
date,O,,,,,
on,O,,,,,
which,O,,,,,
the,O,,,,,
sale,O,,,,,
of,O,,,,,
the,O,,,,,
for,O,,,,,
SHAH,O,,,,,
MARKETING,O,,,,,
goods,O,,,,,
specified,O,,,,,
in,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
is,O,,,,,
made,O,,,,,
by,O,,,,,
melus,O,,,,,
and,O,,,,,
that,O,,,,,
the,O,,,,,
transactions,O,,,,,
of,O,,,,,
sales,O,,,,,
covered,O,,,,,
by,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
has,O,,,,,
been,O,,,,,
effected,O,,,,,
by,O,,,,,
sale,O,,,,,
has,O,,,,,
been,O,,,,,
paid,O,,,,,
or,O,,,,,
shall,O,,,,,
be,O,,,,,
paid,O,,,,,
.,O,,,,,
Authorised,O,,,,,
Signatory,O,,,,,
SUBJECT,O,,,,,
TO,O,,,,,
PUNE,O,,,,,
JURISDICTION,O,,,,,
This,O,,,,,
is,O,,,,,
a,O,,,,,
Computer,O,,,,,
Generated,O,,,,,
Invoice,O,,,,,
3,O,,,,,
Pune,O,,,,,
GST,O,,,,,
INVOICE,O,,,,,
(,O,,,,,
ORIGINAL,O,,,,,
FOR,O,,,,,
RECIPIENT,O,,,,,
),O,,,,,
(,O,,,,,
u,O,,,,,
),O,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
SM/19,B-INV_NO,,,,,
-,I-INV_NO,,,,,
20/004287,I-INV_NO,,,,,
Delivery,O,,,,,
Note,O,,,,,
Dated,B-INV_DL,,,,,
18-Apr-19,B-INV_DT,,,,,
Mode,O,,,,,
/,O,,,,,
Terms,O,,,,,
of,O,,,,,
Payment,O,,,,,
Supplier,O,,,,,
's,O,,,,,
Ref,O,,,,,
.,O,,,,,
Other,O,,,,,
Reference(s,O,,,,,
),O,,,,,
SHAH,B-SUPP_N,,,,,
MARKETING,I-SUPP_N,,,,,
(,O,,,,,
MANGALWAR,O,,,,,
PETH,O,,,,,
),O,,,,,
Shop,O,,,,,
No.6,O,,,,,
Llyods,O,,,,,
Chamber,O,,,,,
Barne,O,,,,,
Road,O,,,,,
409,O,,,,,
Mangalwar,O,,,,,
Peth,O,,,,,
Pune,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27ADXPS3921J1ZT,B-SUPP_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Contact,O,,,,,
:,O,,,,,
20,O,,,,,
-,O,,,,,
-,O,,,,,
26052747,O,,,,,
